ticker,date,image_path,window_start,window_end
GOOGL,2024-02-08,D:\full-stack2\data\charts\GOOGL\2024-02-08.png,2024-01-11,2024-02-08
GOOGL,2024-02-09,D:\full-stack2\data\charts\GOOGL\2024-02-09.png,2024-01-12,2024-02-09
GOOGL,2024-02-12,D:\full-stack2\data\charts\GOOGL\2024-02-12.png,2024-01-16,2024-02-12
GOOGL,2024-02-13,D:\full-stack2\data\charts\GOOGL\2024-02-13.png,2024-01-17,2024-02-13
GOOGL,2024-02-14,D:\full-stack2\data\charts\GOOGL\2024-02-14.png,2024-01-18,2024-02-14
GOOGL,2024-02-15,D:\full-stack2\data\charts\GOOGL\2024-02-15.png,2024-01-19,2024-02-15
GOOGL,2024-02-16,D:\full-stack2\data\charts\GOOGL\2024-02-16.png,2024-01-22,2024-02-16
GOOGL,2024-02-20,D:\full-stack2\data\charts\GOOGL\2024-02-20.png,2024-01-23,2024-02-20
GOOGL,2024-02-21,D:\full-stack2\data\charts\GOOGL\2024-02-21.png,2024-01-24,2024-02-21
GOOGL,2024-02-22,D:\full-stack2\data\charts\GOOGL\2024-02-22.png,2024-01-25,2024-02-22
GOOGL,2024-02-23,D:\full-stack2\data\charts\GOOGL\2024-02-23.png,2024-01-26,2024-02-23
GOOGL,2024-02-26,D:\full-stack2\data\charts\GOOGL\2024-02-26.png,2024-01-29,2024-02-26
GOOGL,2024-02-27,D:\full-stack2\data\charts\GOOGL\2024-02-27.png,2024-01-30,2024-02-27
GOOGL,2024-02-28,D:\full-stack2\data\charts\GOOGL\2024-02-28.png,2024-01-31,2024-02-28
GOOGL,2024-02-29,D:\full-stack2\data\charts\GOOGL\2024-02-29.png,2024-02-01,2024-02-29
GOOGL,2024-03-01,D:\full-stack2\data\charts\GOOGL\2024-03-01.png,2024-02-02,2024-03-01
GOOGL,2024-03-04,D:\full-stack2\data\charts\GOOGL\2024-03-04.png,2024-02-05,2024-03-04
GOOGL,2024-03-05,D:\full-stack2\data\charts\GOOGL\2024-03-05.png,2024-02-06,2024-03-05
GOOGL,2024-03-06,D:\full-stack2\data\charts\GOOGL\2024-03-06.png,2024-02-07,2024-03-06
GOOGL,2024-03-07,D:\full-stack2\data\charts\GOOGL\2024-03-07.png,2024-02-08,2024-03-07
GOOGL,2024-03-08,D:\full-stack2\data\charts\GOOGL\2024-03-08.png,2024-02-09,2024-03-08
GOOGL,2024-03-11,D:\full-stack2\data\charts\GOOGL\2024-03-11.png,2024-02-12,2024-03-11
GOOGL,2024-03-12,D:\full-stack2\data\charts\GOOGL\2024-03-12.png,2024-02-13,2024-03-12
GOOGL,2024-03-13,D:\full-stack2\data\charts\GOOGL\2024-03-13.png,2024-02-14,2024-03-13
GOOGL,2024-03-14,D:\full-stack2\data\charts\GOOGL\2024-03-14.png,2024-02-15,2024-03-14
GOOGL,2024-03-15,D:\full-stack2\data\charts\GOOGL\2024-03-15.png,2024-02-16,2024-03-15
GOOGL,2024-03-18,D:\full-stack2\data\charts\GOOGL\2024-03-18.png,2024-02-20,2024-03-18
GOOGL,2024-03-19,D:\full-stack2\data\charts\GOOGL\2024-03-19.png,2024-02-21,2024-03-19
GOOGL,2024-03-20,D:\full-stack2\data\charts\GOOGL\2024-03-20.png,2024-02-22,2024-03-20
GOOGL,2024-03-21,D:\full-stack2\data\charts\GOOGL\2024-03-21.png,2024-02-23,2024-03-21
GOOGL,2024-03-22,D:\full-stack2\data\charts\GOOGL\2024-03-22.png,2024-02-26,2024-03-22
GOOGL,2024-03-25,D:\full-stack2\data\charts\GOOGL\2024-03-25.png,2024-02-27,2024-03-25
GOOGL,2024-03-26,D:\full-stack2\data\charts\GOOGL\2024-03-26.png,2024-02-28,2024-03-26
GOOGL,2024-03-27,D:\full-stack2\data\charts\GOOGL\2024-03-27.png,2024-02-29,2024-03-27
GOOGL,2024-03-28,D:\full-stack2\data\charts\GOOGL\2024-03-28.png,2024-03-01,2024-03-28
GOOGL,2024-04-01,D:\full-stack2\data\charts\GOOGL\2024-04-01.png,2024-03-04,2024-04-01
GOOGL,2024-04-02,D:\full-stack2\data\charts\GOOGL\2024-04-02.png,2024-03-05,2024-04-02
GOOGL,2024-04-03,D:\full-stack2\data\charts\GOOGL\2024-04-03.png,2024-03-06,2024-04-03
GOOGL,2024-04-04,D:\full-stack2\data\charts\GOOGL\2024-04-04.png,2024-03-07,2024-04-04
GOOGL,2024-04-05,D:\full-stack2\data\charts\GOOGL\2024-04-05.png,2024-03-08,2024-04-05
GOOGL,2024-04-08,D:\full-stack2\data\charts\GOOGL\2024-04-08.png,2024-03-11,2024-04-08
GOOGL,2024-04-09,D:\full-stack2\data\charts\GOOGL\2024-04-09.png,2024-03-12,2024-04-09
GOOGL,2024-04-10,D:\full-stack2\data\charts\GOOGL\2024-04-10.png,2024-03-13,2024-04-10
GOOGL,2024-04-11,D:\full-stack2\data\charts\GOOGL\2024-04-11.png,2024-03-14,2024-04-11
GOOGL,2024-04-12,D:\full-stack2\data\charts\GOOGL\2024-04-12.png,2024-03-15,2024-04-12
GOOGL,2024-04-15,D:\full-stack2\data\charts\GOOGL\2024-04-15.png,2024-03-18,2024-04-15
GOOGL,2024-04-16,D:\full-stack2\data\charts\GOOGL\2024-04-16.png,2024-03-19,2024-04-16
GOOGL,2024-04-17,D:\full-stack2\data\charts\GOOGL\2024-04-17.png,2024-03-20,2024-04-17
GOOGL,2024-04-18,D:\full-stack2\data\charts\GOOGL\2024-04-18.png,2024-03-21,2024-04-18
GOOGL,2024-04-19,D:\full-stack2\data\charts\GOOGL\2024-04-19.png,2024-03-22,2024-04-19
GOOGL,2024-04-22,D:\full-stack2\data\charts\GOOGL\2024-04-22.png,2024-03-25,2024-04-22
GOOGL,2024-04-23,D:\full-stack2\data\charts\GOOGL\2024-04-23.png,2024-03-26,2024-04-23
GOOGL,2024-04-24,D:\full-stack2\data\charts\GOOGL\2024-04-24.png,2024-03-27,2024-04-24
GOOGL,2024-04-25,D:\full-stack2\data\charts\GOOGL\2024-04-25.png,2024-03-28,2024-04-25
GOOGL,2024-04-26,D:\full-stack2\data\charts\GOOGL\2024-04-26.png,2024-04-01,2024-04-26
GOOGL,2024-04-29,D:\full-stack2\data\charts\GOOGL\2024-04-29.png,2024-04-02,2024-04-29
GOOGL,2024-04-30,D:\full-stack2\data\charts\GOOGL\2024-04-30.png,2024-04-03,2024-04-30
GOOGL,2024-05-01,D:\full-stack2\data\charts\GOOGL\2024-05-01.png,2024-04-04,2024-05-01
GOOGL,2024-05-02,D:\full-stack2\data\charts\GOOGL\2024-05-02.png,2024-04-05,2024-05-02
GOOGL,2024-05-03,D:\full-stack2\data\charts\GOOGL\2024-05-03.png,2024-04-08,2024-05-03
GOOGL,2024-05-06,D:\full-stack2\data\charts\GOOGL\2024-05-06.png,2024-04-09,2024-05-06
GOOGL,2024-05-07,D:\full-stack2\data\charts\GOOGL\2024-05-07.png,2024-04-10,2024-05-07
GOOGL,2024-05-08,D:\full-stack2\data\charts\GOOGL\2024-05-08.png,2024-04-11,2024-05-08
GOOGL,2024-05-09,D:\full-stack2\data\charts\GOOGL\2024-05-09.png,2024-04-12,2024-05-09
GOOGL,2024-05-10,D:\full-stack2\data\charts\GOOGL\2024-05-10.png,2024-04-15,2024-05-10
GOOGL,2024-05-13,D:\full-stack2\data\charts\GOOGL\2024-05-13.png,2024-04-16,2024-05-13
GOOGL,2024-05-14,D:\full-stack2\data\charts\GOOGL\2024-05-14.png,2024-04-17,2024-05-14
GOOGL,2024-05-15,D:\full-stack2\data\charts\GOOGL\2024-05-15.png,2024-04-18,2024-05-15
GOOGL,2024-05-16,D:\full-stack2\data\charts\GOOGL\2024-05-16.png,2024-04-19,2024-05-16
GOOGL,2024-05-17,D:\full-stack2\data\charts\GOOGL\2024-05-17.png,2024-04-22,2024-05-17
GOOGL,2024-05-20,D:\full-stack2\data\charts\GOOGL\2024-05-20.png,2024-04-23,2024-05-20
GOOGL,2024-05-21,D:\full-stack2\data\charts\GOOGL\2024-05-21.png,2024-04-24,2024-05-21
GOOGL,2024-05-22,D:\full-stack2\data\charts\GOOGL\2024-05-22.png,2024-04-25,2024-05-22
GOOGL,2024-05-23,D:\full-stack2\data\charts\GOOGL\2024-05-23.png,2024-04-26,2024-05-23
GOOGL,2024-05-24,D:\full-stack2\data\charts\GOOGL\2024-05-24.png,2024-04-29,2024-05-24
GOOGL,2024-05-28,D:\full-stack2\data\charts\GOOGL\2024-05-28.png,2024-04-30,2024-05-28
GOOGL,2024-05-29,D:\full-stack2\data\charts\GOOGL\2024-05-29.png,2024-05-01,2024-05-29
GOOGL,2024-05-30,D:\full-stack2\data\charts\GOOGL\2024-05-30.png,2024-05-02,2024-05-30
GOOGL,2024-05-31,D:\full-stack2\data\charts\GOOGL\2024-05-31.png,2024-05-03,2024-05-31
GOOGL,2024-06-03,D:\full-stack2\data\charts\GOOGL\2024-06-03.png,2024-05-06,2024-06-03
GOOGL,2024-06-04,D:\full-stack2\data\charts\GOOGL\2024-06-04.png,2024-05-07,2024-06-04
GOOGL,2024-06-05,D:\full-stack2\data\charts\GOOGL\2024-06-05.png,2024-05-08,2024-06-05
GOOGL,2024-06-06,D:\full-stack2\data\charts\GOOGL\2024-06-06.png,2024-05-09,2024-06-06
GOOGL,2024-06-07,D:\full-stack2\data\charts\GOOGL\2024-06-07.png,2024-05-10,2024-06-07
GOOGL,2024-06-10,D:\full-stack2\data\charts\GOOGL\2024-06-10.png,2024-05-13,2024-06-10
GOOGL,2024-06-11,D:\full-stack2\data\charts\GOOGL\2024-06-11.png,2024-05-14,2024-06-11
GOOGL,2024-06-12,D:\full-stack2\data\charts\GOOGL\2024-06-12.png,2024-05-15,2024-06-12
GOOGL,2024-06-13,D:\full-stack2\data\charts\GOOGL\2024-06-13.png,2024-05-16,2024-06-13
GOOGL,2024-06-14,D:\full-stack2\data\charts\GOOGL\2024-06-14.png,2024-05-17,2024-06-14
GOOGL,2024-06-17,D:\full-stack2\data\charts\GOOGL\2024-06-17.png,2024-05-20,2024-06-17
GOOGL,2024-06-18,D:\full-stack2\data\charts\GOOGL\2024-06-18.png,2024-05-21,2024-06-18
GOOGL,2024-06-20,D:\full-stack2\data\charts\GOOGL\2024-06-20.png,2024-05-22,2024-06-20
GOOGL,2024-06-21,D:\full-stack2\data\charts\GOOGL\2024-06-21.png,2024-05-23,2024-06-21
GOOGL,2024-06-24,D:\full-stack2\data\charts\GOOGL\2024-06-24.png,2024-05-24,2024-06-24
GOOGL,2024-06-25,D:\full-stack2\data\charts\GOOGL\2024-06-25.png,2024-05-28,2024-06-25
GOOGL,2024-06-26,D:\full-stack2\data\charts\GOOGL\2024-06-26.png,2024-05-29,2024-06-26
GOOGL,2024-06-27,D:\full-stack2\data\charts\GOOGL\2024-06-27.png,2024-05-30,2024-06-27
GOOGL,2024-06-28,D:\full-stack2\data\charts\GOOGL\2024-06-28.png,2024-05-31,2024-06-28
GOOGL,2024-07-01,D:\full-stack2\data\charts\GOOGL\2024-07-01.png,2024-06-03,2024-07-01
GOOGL,2024-07-02,D:\full-stack2\data\charts\GOOGL\2024-07-02.png,2024-06-04,2024-07-02
GOOGL,2024-07-03,D:\full-stack2\data\charts\GOOGL\2024-07-03.png,2024-06-05,2024-07-03
GOOGL,2024-07-05,D:\full-stack2\data\charts\GOOGL\2024-07-05.png,2024-06-06,2024-07-05
GOOGL,2024-07-08,D:\full-stack2\data\charts\GOOGL\2024-07-08.png,2024-06-07,2024-07-08
GOOGL,2024-07-09,D:\full-stack2\data\charts\GOOGL\2024-07-09.png,2024-06-10,2024-07-09
GOOGL,2024-07-10,D:\full-stack2\data\charts\GOOGL\2024-07-10.png,2024-06-11,2024-07-10
GOOGL,2024-07-11,D:\full-stack2\data\charts\GOOGL\2024-07-11.png,2024-06-12,2024-07-11
GOOGL,2024-07-12,D:\full-stack2\data\charts\GOOGL\2024-07-12.png,2024-06-13,2024-07-12
GOOGL,2024-07-15,D:\full-stack2\data\charts\GOOGL\2024-07-15.png,2024-06-14,2024-07-15
GOOGL,2024-07-16,D:\full-stack2\data\charts\GOOGL\2024-07-16.png,2024-06-17,2024-07-16
GOOGL,2024-07-17,D:\full-stack2\data\charts\GOOGL\2024-07-17.png,2024-06-18,2024-07-17
GOOGL,2024-07-18,D:\full-stack2\data\charts\GOOGL\2024-07-18.png,2024-06-20,2024-07-18
GOOGL,2024-07-19,D:\full-stack2\data\charts\GOOGL\2024-07-19.png,2024-06-21,2024-07-19
GOOGL,2024-07-22,D:\full-stack2\data\charts\GOOGL\2024-07-22.png,2024-06-24,2024-07-22
GOOGL,2024-07-23,D:\full-stack2\data\charts\GOOGL\2024-07-23.png,2024-06-25,2024-07-23
GOOGL,2024-07-24,D:\full-stack2\data\charts\GOOGL\2024-07-24.png,2024-06-26,2024-07-24
GOOGL,2024-07-25,D:\full-stack2\data\charts\GOOGL\2024-07-25.png,2024-06-27,2024-07-25
GOOGL,2024-07-26,D:\full-stack2\data\charts\GOOGL\2024-07-26.png,2024-06-28,2024-07-26
GOOGL,2024-07-29,D:\full-stack2\data\charts\GOOGL\2024-07-29.png,2024-07-01,2024-07-29
GOOGL,2024-07-30,D:\full-stack2\data\charts\GOOGL\2024-07-30.png,2024-07-02,2024-07-30
GOOGL,2024-07-31,D:\full-stack2\data\charts\GOOGL\2024-07-31.png,2024-07-03,2024-07-31
GOOGL,2024-08-01,D:\full-stack2\data\charts\GOOGL\2024-08-01.png,2024-07-05,2024-08-01
GOOGL,2024-08-02,D:\full-stack2\data\charts\GOOGL\2024-08-02.png,2024-07-08,2024-08-02
GOOGL,2024-08-05,D:\full-stack2\data\charts\GOOGL\2024-08-05.png,2024-07-09,2024-08-05
GOOGL,2024-08-06,D:\full-stack2\data\charts\GOOGL\2024-08-06.png,2024-07-10,2024-08-06
GOOGL,2024-08-07,D:\full-stack2\data\charts\GOOGL\2024-08-07.png,2024-07-11,2024-08-07
GOOGL,2024-08-08,D:\full-stack2\data\charts\GOOGL\2024-08-08.png,2024-07-12,2024-08-08
GOOGL,2024-08-09,D:\full-stack2\data\charts\GOOGL\2024-08-09.png,2024-07-15,2024-08-09
GOOGL,2024-08-12,D:\full-stack2\data\charts\GOOGL\2024-08-12.png,2024-07-16,2024-08-12
GOOGL,2024-08-13,D:\full-stack2\data\charts\GOOGL\2024-08-13.png,2024-07-17,2024-08-13
GOOGL,2024-08-14,D:\full-stack2\data\charts\GOOGL\2024-08-14.png,2024-07-18,2024-08-14
GOOGL,2024-08-15,D:\full-stack2\data\charts\GOOGL\2024-08-15.png,2024-07-19,2024-08-15
GOOGL,2024-08-16,D:\full-stack2\data\charts\GOOGL\2024-08-16.png,2024-07-22,2024-08-16
GOOGL,2024-08-19,D:\full-stack2\data\charts\GOOGL\2024-08-19.png,2024-07-23,2024-08-19
GOOGL,2024-08-20,D:\full-stack2\data\charts\GOOGL\2024-08-20.png,2024-07-24,2024-08-20
GOOGL,2024-08-21,D:\full-stack2\data\charts\GOOGL\2024-08-21.png,2024-07-25,2024-08-21
GOOGL,2024-08-22,D:\full-stack2\data\charts\GOOGL\2024-08-22.png,2024-07-26,2024-08-22
GOOGL,2024-08-23,D:\full-stack2\data\charts\GOOGL\2024-08-23.png,2024-07-29,2024-08-23
GOOGL,2024-08-26,D:\full-stack2\data\charts\GOOGL\2024-08-26.png,2024-07-30,2024-08-26
GOOGL,2024-08-27,D:\full-stack2\data\charts\GOOGL\2024-08-27.png,2024-07-31,2024-08-27
GOOGL,2024-08-28,D:\full-stack2\data\charts\GOOGL\2024-08-28.png,2024-08-01,2024-08-28
GOOGL,2024-08-29,D:\full-stack2\data\charts\GOOGL\2024-08-29.png,2024-08-02,2024-08-29
GOOGL,2024-08-30,D:\full-stack2\data\charts\GOOGL\2024-08-30.png,2024-08-05,2024-08-30
GOOGL,2024-09-03,D:\full-stack2\data\charts\GOOGL\2024-09-03.png,2024-08-06,2024-09-03
GOOGL,2024-09-04,D:\full-stack2\data\charts\GOOGL\2024-09-04.png,2024-08-07,2024-09-04
GOOGL,2024-09-05,D:\full-stack2\data\charts\GOOGL\2024-09-05.png,2024-08-08,2024-09-05
GOOGL,2024-09-06,D:\full-stack2\data\charts\GOOGL\2024-09-06.png,2024-08-09,2024-09-06
GOOGL,2024-09-09,D:\full-stack2\data\charts\GOOGL\2024-09-09.png,2024-08-12,2024-09-09
GOOGL,2024-09-10,D:\full-stack2\data\charts\GOOGL\2024-09-10.png,2024-08-13,2024-09-10
GOOGL,2024-09-11,D:\full-stack2\data\charts\GOOGL\2024-09-11.png,2024-08-14,2024-09-11
GOOGL,2024-09-12,D:\full-stack2\data\charts\GOOGL\2024-09-12.png,2024-08-15,2024-09-12
GOOGL,2024-09-13,D:\full-stack2\data\charts\GOOGL\2024-09-13.png,2024-08-16,2024-09-13
GOOGL,2024-09-16,D:\full-stack2\data\charts\GOOGL\2024-09-16.png,2024-08-19,2024-09-16
GOOGL,2024-09-17,D:\full-stack2\data\charts\GOOGL\2024-09-17.png,2024-08-20,2024-09-17
GOOGL,2024-09-18,D:\full-stack2\data\charts\GOOGL\2024-09-18.png,2024-08-21,2024-09-18
GOOGL,2024-09-19,D:\full-stack2\data\charts\GOOGL\2024-09-19.png,2024-08-22,2024-09-19
GOOGL,2024-09-20,D:\full-stack2\data\charts\GOOGL\2024-09-20.png,2024-08-23,2024-09-20
GOOGL,2024-09-23,D:\full-stack2\data\charts\GOOGL\2024-09-23.png,2024-08-26,2024-09-23
GOOGL,2024-09-24,D:\full-stack2\data\charts\GOOGL\2024-09-24.png,2024-08-27,2024-09-24
GOOGL,2024-09-25,D:\full-stack2\data\charts\GOOGL\2024-09-25.png,2024-08-28,2024-09-25
GOOGL,2024-09-26,D:\full-stack2\data\charts\GOOGL\2024-09-26.png,2024-08-29,2024-09-26
GOOGL,2024-09-27,D:\full-stack2\data\charts\GOOGL\2024-09-27.png,2024-08-30,2024-09-27
GOOGL,2024-09-30,D:\full-stack2\data\charts\GOOGL\2024-09-30.png,2024-09-03,2024-09-30
GOOGL,2024-10-01,D:\full-stack2\data\charts\GOOGL\2024-10-01.png,2024-09-04,2024-10-01
GOOGL,2024-10-02,D:\full-stack2\data\charts\GOOGL\2024-10-02.png,2024-09-05,2024-10-02
GOOGL,2024-10-03,D:\full-stack2\data\charts\GOOGL\2024-10-03.png,2024-09-06,2024-10-03
GOOGL,2024-10-04,D:\full-stack2\data\charts\GOOGL\2024-10-04.png,2024-09-09,2024-10-04
GOOGL,2024-10-07,D:\full-stack2\data\charts\GOOGL\2024-10-07.png,2024-09-10,2024-10-07
GOOGL,2024-10-08,D:\full-stack2\data\charts\GOOGL\2024-10-08.png,2024-09-11,2024-10-08
GOOGL,2024-10-09,D:\full-stack2\data\charts\GOOGL\2024-10-09.png,2024-09-12,2024-10-09
GOOGL,2024-10-10,D:\full-stack2\data\charts\GOOGL\2024-10-10.png,2024-09-13,2024-10-10
GOOGL,2024-10-11,D:\full-stack2\data\charts\GOOGL\2024-10-11.png,2024-09-16,2024-10-11
GOOGL,2024-10-14,D:\full-stack2\data\charts\GOOGL\2024-10-14.png,2024-09-17,2024-10-14
GOOGL,2024-10-15,D:\full-stack2\data\charts\GOOGL\2024-10-15.png,2024-09-18,2024-10-15
GOOGL,2024-10-16,D:\full-stack2\data\charts\GOOGL\2024-10-16.png,2024-09-19,2024-10-16
GOOGL,2024-10-17,D:\full-stack2\data\charts\GOOGL\2024-10-17.png,2024-09-20,2024-10-17
GOOGL,2024-10-18,D:\full-stack2\data\charts\GOOGL\2024-10-18.png,2024-09-23,2024-10-18
GOOGL,2024-10-21,D:\full-stack2\data\charts\GOOGL\2024-10-21.png,2024-09-24,2024-10-21
GOOGL,2024-10-22,D:\full-stack2\data\charts\GOOGL\2024-10-22.png,2024-09-25,2024-10-22
GOOGL,2024-10-23,D:\full-stack2\data\charts\GOOGL\2024-10-23.png,2024-09-26,2024-10-23
GOOGL,2024-10-24,D:\full-stack2\data\charts\GOOGL\2024-10-24.png,2024-09-27,2024-10-24
GOOGL,2024-10-25,D:\full-stack2\data\charts\GOOGL\2024-10-25.png,2024-09-30,2024-10-25
GOOGL,2024-10-28,D:\full-stack2\data\charts\GOOGL\2024-10-28.png,2024-10-01,2024-10-28
GOOGL,2024-10-29,D:\full-stack2\data\charts\GOOGL\2024-10-29.png,2024-10-02,2024-10-29
GOOGL,2024-10-30,D:\full-stack2\data\charts\GOOGL\2024-10-30.png,2024-10-03,2024-10-30
GOOGL,2024-10-31,D:\full-stack2\data\charts\GOOGL\2024-10-31.png,2024-10-04,2024-10-31
GOOGL,2024-11-01,D:\full-stack2\data\charts\GOOGL\2024-11-01.png,2024-10-07,2024-11-01
GOOGL,2024-11-04,D:\full-stack2\data\charts\GOOGL\2024-11-04.png,2024-10-08,2024-11-04
GOOGL,2024-11-05,D:\full-stack2\data\charts\GOOGL\2024-11-05.png,2024-10-09,2024-11-05
GOOGL,2024-11-06,D:\full-stack2\data\charts\GOOGL\2024-11-06.png,2024-10-10,2024-11-06
GOOGL,2024-11-07,D:\full-stack2\data\charts\GOOGL\2024-11-07.png,2024-10-11,2024-11-07
GOOGL,2024-11-08,D:\full-stack2\data\charts\GOOGL\2024-11-08.png,2024-10-14,2024-11-08
GOOGL,2024-11-11,D:\full-stack2\data\charts\GOOGL\2024-11-11.png,2024-10-15,2024-11-11
GOOGL,2024-11-12,D:\full-stack2\data\charts\GOOGL\2024-11-12.png,2024-10-16,2024-11-12
GOOGL,2024-11-13,D:\full-stack2\data\charts\GOOGL\2024-11-13.png,2024-10-17,2024-11-13
GOOGL,2024-11-14,D:\full-stack2\data\charts\GOOGL\2024-11-14.png,2024-10-18,2024-11-14
GOOGL,2024-11-15,D:\full-stack2\data\charts\GOOGL\2024-11-15.png,2024-10-21,2024-11-15
GOOGL,2024-11-18,D:\full-stack2\data\charts\GOOGL\2024-11-18.png,2024-10-22,2024-11-18
GOOGL,2024-11-19,D:\full-stack2\data\charts\GOOGL\2024-11-19.png,2024-10-23,2024-11-19
GOOGL,2024-11-20,D:\full-stack2\data\charts\GOOGL\2024-11-20.png,2024-10-24,2024-11-20
GOOGL,2024-11-21,D:\full-stack2\data\charts\GOOGL\2024-11-21.png,2024-10-25,2024-11-21
GOOGL,2024-11-22,D:\full-stack2\data\charts\GOOGL\2024-11-22.png,2024-10-28,2024-11-22
GOOGL,2024-11-25,D:\full-stack2\data\charts\GOOGL\2024-11-25.png,2024-10-29,2024-11-25
GOOGL,2024-11-26,D:\full-stack2\data\charts\GOOGL\2024-11-26.png,2024-10-30,2024-11-26
GOOGL,2024-11-27,D:\full-stack2\data\charts\GOOGL\2024-11-27.png,2024-10-31,2024-11-27
GOOGL,2024-11-29,D:\full-stack2\data\charts\GOOGL\2024-11-29.png,2024-11-01,2024-11-29
GOOGL,2024-12-02,D:\full-stack2\data\charts\GOOGL\2024-12-02.png,2024-11-04,2024-12-02
GOOGL,2024-12-03,D:\full-stack2\data\charts\GOOGL\2024-12-03.png,2024-11-05,2024-12-03
GOOGL,2024-12-04,D:\full-stack2\data\charts\GOOGL\2024-12-04.png,2024-11-06,2024-12-04
GOOGL,2024-12-05,D:\full-stack2\data\charts\GOOGL\2024-12-05.png,2024-11-07,2024-12-05
GOOGL,2024-12-06,D:\full-stack2\data\charts\GOOGL\2024-12-06.png,2024-11-08,2024-12-06
GOOGL,2024-12-09,D:\full-stack2\data\charts\GOOGL\2024-12-09.png,2024-11-11,2024-12-09
GOOGL,2024-12-10,D:\full-stack2\data\charts\GOOGL\2024-12-10.png,2024-11-12,2024-12-10
GOOGL,2024-12-11,D:\full-stack2\data\charts\GOOGL\2024-12-11.png,2024-11-13,2024-12-11
GOOGL,2024-12-12,D:\full-stack2\data\charts\GOOGL\2024-12-12.png,2024-11-14,2024-12-12
GOOGL,2024-12-13,D:\full-stack2\data\charts\GOOGL\2024-12-13.png,2024-11-15,2024-12-13
GOOGL,2024-12-16,D:\full-stack2\data\charts\GOOGL\2024-12-16.png,2024-11-18,2024-12-16
GOOGL,2024-12-17,D:\full-stack2\data\charts\GOOGL\2024-12-17.png,2024-11-19,2024-12-17
GOOGL,2024-12-18,D:\full-stack2\data\charts\GOOGL\2024-12-18.png,2024-11-20,2024-12-18
GOOGL,2024-12-19,D:\full-stack2\data\charts\GOOGL\2024-12-19.png,2024-11-21,2024-12-19
GOOGL,2024-12-20,D:\full-stack2\data\charts\GOOGL\2024-12-20.png,2024-11-22,2024-12-20
GOOGL,2024-12-23,D:\full-stack2\data\charts\GOOGL\2024-12-23.png,2024-11-25,2024-12-23
GOOGL,2024-12-24,D:\full-stack2\data\charts\GOOGL\2024-12-24.png,2024-11-26,2024-12-24
GOOGL,2024-12-26,D:\full-stack2\data\charts\GOOGL\2024-12-26.png,2024-11-27,2024-12-26
GOOGL,2024-12-27,D:\full-stack2\data\charts\GOOGL\2024-12-27.png,2024-11-29,2024-12-27
GOOGL,2024-12-30,D:\full-stack2\data\charts\GOOGL\2024-12-30.png,2024-12-02,2024-12-30
GOOGL,2024-12-31,D:\full-stack2\data\charts\GOOGL\2024-12-31.png,2024-12-03,2024-12-31
GOOGL,2025-01-02,D:\full-stack2\data\charts\GOOGL\2025-01-02.png,2024-12-04,2025-01-02
GOOGL,2025-01-03,D:\full-stack2\data\charts\GOOGL\2025-01-03.png,2024-12-05,2025-01-03
GOOGL,2025-01-06,D:\full-stack2\data\charts\GOOGL\2025-01-06.png,2024-12-06,2025-01-06
GOOGL,2025-01-07,D:\full-stack2\data\charts\GOOGL\2025-01-07.png,2024-12-09,2025-01-07
GOOGL,2025-01-08,D:\full-stack2\data\charts\GOOGL\2025-01-08.png,2024-12-10,2025-01-08
GOOGL,2025-01-10,D:\full-stack2\data\charts\GOOGL\2025-01-10.png,2024-12-11,2025-01-10
GOOGL,2025-01-13,D:\full-stack2\data\charts\GOOGL\2025-01-13.png,2024-12-12,2025-01-13
GOOGL,2025-01-14,D:\full-stack2\data\charts\GOOGL\2025-01-14.png,2024-12-13,2025-01-14
GOOGL,2025-01-15,D:\full-stack2\data\charts\GOOGL\2025-01-15.png,2024-12-16,2025-01-15
GOOGL,2025-01-16,D:\full-stack2\data\charts\GOOGL\2025-01-16.png,2024-12-17,2025-01-16
GOOGL,2025-01-17,D:\full-stack2\data\charts\GOOGL\2025-01-17.png,2024-12-18,2025-01-17
GOOGL,2025-01-21,D:\full-stack2\data\charts\GOOGL\2025-01-21.png,2024-12-19,2025-01-21
GOOGL,2025-01-22,D:\full-stack2\data\charts\GOOGL\2025-01-22.png,2024-12-20,2025-01-22
GOOGL,2025-01-23,D:\full-stack2\data\charts\GOOGL\2025-01-23.png,2024-12-23,2025-01-23
GOOGL,2025-01-24,D:\full-stack2\data\charts\GOOGL\2025-01-24.png,2024-12-24,2025-01-24
GOOGL,2025-01-27,D:\full-stack2\data\charts\GOOGL\2025-01-27.png,2024-12-26,2025-01-27
GOOGL,2025-01-28,D:\full-stack2\data\charts\GOOGL\2025-01-28.png,2024-12-27,2025-01-28
GOOGL,2025-01-29,D:\full-stack2\data\charts\GOOGL\2025-01-29.png,2024-12-30,2025-01-29
GOOGL,2025-01-30,D:\full-stack2\data\charts\GOOGL\2025-01-30.png,2024-12-31,2025-01-30
GOOGL,2025-01-31,D:\full-stack2\data\charts\GOOGL\2025-01-31.png,2025-01-02,2025-01-31
GOOGL,2025-02-03,D:\full-stack2\data\charts\GOOGL\2025-02-03.png,2025-01-03,2025-02-03
GOOGL,2025-02-04,D:\full-stack2\data\charts\GOOGL\2025-02-04.png,2025-01-06,2025-02-04
GOOGL,2025-02-05,D:\full-stack2\data\charts\GOOGL\2025-02-05.png,2025-01-07,2025-02-05
